folder,value,photo_name,photo_name_length
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_111509_road.JPG,20240905_111509_road.JPG,24
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_112953_barrel.JPG,20240905_112953_barrel.JPG,26
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_113001_inlet.JPG,20240905_113001_inlet.JPG,25
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_113746_upstream.JPG,20240905_113746_upstream.JPG,28
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_141644_us_gravel.JPG,20240905_141644_us_gravel.JPG,29
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_141651_us_pool.JPG,20240905_141651_us_pool.JPG,27
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_141657_us_typical_1.JPG,20240905_141657_us_typical_1.JPG,32
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_142959_us_typical_2.JPG,20240905_142959_us_typical_2.JPG,32
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_143218_outlet.JPG,20240905_143218_outlet.JPG,26
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_143222_downstream.JPG,20240905_143222_downstream.JPG,30
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_153941_ds_gravel.JPG,20240905_153941_ds_gravel.JPG,29
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_153956_ds_pool.JPG,20240905_153956_ds_pool.JPG,27
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_154022_ds_typical_2.JPG,20240905_154022_ds_typical_2.JPG,32
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240905_154043_ds_typical_1.JPG,20240905_154043_ds_typical_1.JPG,32
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240912_104931_ds_ef1_typical_1.JPG,20240912_104931_ds_ef1_typical_1.JPG,36
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240912_104934_ds_ef1_typical_2.JPG,20240912_104934_ds_ef1_typical_2.JPG,36
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240912_110414_ds_ef2_typical_1.JPG,20240912_110414_ds_ef2_typical_1.JPG,36
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240912_110416_ds_ef2_typical_2.JPG,20240912_110416_ds_ef2_typical_2.JPG,36
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240912_142822_us_ef1_typical_1.JPG,20240912_142822_us_ef1_typical_1.JPG,36
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/20240912_142825_us_ef1_typical_2.JPG,20240912_142825_us_ef1_typical_2.JPG,36
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5891.JPG,IMG_5891.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5892.JPG,IMG_5892.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5893.JPG,IMG_5893.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5894.JPG,IMG_5894.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5898.JPG,IMG_5898.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5900.JPG,IMG_5900.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5901.JPG,IMG_5901.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5902.JPG,IMG_5902.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_5903.JPG,IMG_5903.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6130.JPG,IMG_6130.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6131.JPG,IMG_6131.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6134.JPG,IMG_6134.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6137.JPG,IMG_6137.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6138.JPG,IMG_6138.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6139.JPG,IMG_6139.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6140.JPG,IMG_6140.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6141.JPG,IMG_6141.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6142.JPG,IMG_6142.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6143.JPG,IMG_6143.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6146.JPG,IMG_6146.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6148.JPG,IMG_6148.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6149.JPG,IMG_6149.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6150.JPG,IMG_6150.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6151.JPG,IMG_6151.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6152.JPG,IMG_6152.JPG,12
198692,/Users/lucyschick/Library/CloudStorage/OneDrive-Personal/Projects/2024-073-sern-peace-fish-passage/data/photos/198692/IMG_6153.JPG,IMG_6153.JPG,12
